;"referenceName";"vernacularName";"type";"family"
;"Athene cunicularia (Molina, 1782)";"Chevêche des terriers, Chouette des terriers";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Athene cunicularia minor (Cory, 1918)";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Athene noctua (Scopoli, 1769)";"Chouette chevêche, Chevêche d'Athéna";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Athene noctua lunellensis Mourer-Chauviré, 1975";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Atticora fasciata (Gmelin, 1789)";"Hirondelle à ceinture blanche";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Atticora tibialis (Cassin, 1853)";"Hirondelle à cuisses blanches";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Atticora tibialis griseiventris Chapman, 1924";;"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Attila cinnamomeus (Gmelin, 1789)";"Attila cannelle";"Passeriformes (Passereaux)";"Tyrannidae"
;"Attila spadiceus (Gmelin, 1789)";"Attila à croupion jaune";"Passeriformes (Passereaux)";"Tyrannidae"
;"Aulacorhynchus derbianus Gould, 1835";"Toucanet de Derby";"Piciformes (Pics)";"Ramphastidae"
;"Aulacorhynchus whitelianus osgoodi Blake, 1941";;"Piciformes (Pics)";"Ramphastidae"
;"Aulacorhynchus whitelianus Salvin & Godman, 1882";;"Piciformes (Pics)";"Ramphastidae"
;"Automolus infuscatus (Sclater, 1856)";"Anabate olivâtre";"Passeriformes (Passereaux)";"Furnariidae"
;"Automolus infuscatus cervicalis (Sclater, 1889)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Automolus ochrolaemus (Tschudi, 1844)";"Anabate à gorge fauve";"Passeriformes (Passereaux)";"Furnariidae"
;"Automolus ochrolaemus turdinus (Pelzeln, 1859)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Automolus rufipileatus (Pelzeln, 1850)";"Anabate à couronne rousse";"Passeriformes (Passereaux)";"Furnariidae"
;"Automolus rufipileatus consobrinus (Sclater, 1870)";;"Passeriformes (Passereaux)";"Furnariidae"
;"Avocettula recurvirostris (Swainson, 1822)";"Colibri avocette, Mango avocette";"Caprimulgiformes";"Trochilidae"
;"Aythya affinis (Eyton, 1838)";"Fuligule à tête noire, Petit Fuligule";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya americana (Eyton, 1838)";"Fuligule à tête rouge";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya australis (Eyton, 1838)";;"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya australis australis (Eyton, 1838)";"Fuligule austral";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya collaris (Donovan, 1809)";"Fuligule à bec cerclé, Fuligule à collier";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya ferina (Linnaeus, 1758)";"Fuligule milouin";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya fuligula (Linnaeus, 1758)";"Fuligule morillon";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya marila (Linnaeus, 1761)";"Fuligule milouinan";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya nyroca (Güldenstädt, 1770)";"Fuligule nyroca";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Aythya valisineria (Wilson, 1814)";"Fuligule à dos blanc";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Bartramia longicauda (Bechstein, 1812)";"Bartramie des champs, Bartramie à longue queue, Maubèche des champs";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Berlepschia rikeri (Ridgway, 1886)";"Anabate des palmiers";"Passeriformes (Passereaux)";"Furnariidae"
;"Bombycilla cedrorum Vieillot, 1808";"Jaseur d'Amérique";"Passeriformes (Passereaux)";"Bombycillidae"
;"Bombycilla garrulus (Linnaeus, 1758)";"Jaseur boréal, Jaseur de Bohème";"Passeriformes (Passereaux)";"Bombycillidae"
;"Bonasa bonasia (Linnaeus, 1758)";"Gélinotte des bois";"Galliformes";"Phasianidae (Tétras)"
;"Bonasa umbellus (Linnaeus, 1766)";"Gélinotte huppée";"Galliformes";"Phasianidae (Tétras)"
;"Botaurus lentiginosus (Rackett, 1813)";"Butor d'Amérique";"Pelecaniformes";"Ardeidae (Hérons)"
;"Botaurus pinnatus (Wagler, 1829)";"Butor mirasol";"Pelecaniformes";"Ardeidae (Hérons)"
;"Botaurus poiciloptilus (Wagler, 1827)";"Butor d'Australie";"Pelecaniformes";"Ardeidae (Hérons)"
;"Botaurus stellaris (Linnaeus, 1758)";"Butor étoilé";"Pelecaniformes";"Ardeidae (Hérons)"
;"Brachygalba lugubris (Swainson, 1838)";"Jacamar brun";"Piciformes (Pics)";"Galbulidae"
;"Branta bernicla (Linnaeus, 1758)";"Bernache cravant";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta bernicla bernicla (Linnaeus, 1758)";;"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta bernicla hrota (O.F. Müller, 1776)";"Bernache à ventre pâle";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta canadensis (Linnaeus, 1758)";"Bernache du Canada";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta leucopsis (Bechstein, 1803)";"Bernache nonnette";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta nigricans (Lawrence, 1846)";"Bernache du Pacifique";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Branta ruficollis (Pallas, 1769)";"Bernache à cou roux";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Brotogeris chrysoptera (Linnaeus, 1766)";"Toui para";"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Brotogeris versicolurus (P. L. S. Müller, 1776)";;"Psittaciformes (Perroquets, perruches)";"Psittacidae"
;"Bubo bubo (Linnaeus, 1758)";"Grand-duc d'Europe";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Bubo scandiaca (Linnaeus, 1758)";"Harfang des neiges";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Bubo virginianus (Gmelin, 1788)";"Grand-duc de Virginie, Grand Duc d’Amérique";"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Bubo virginianus nacurutu (Vieillot, 1817)";;"Strigiformes (Rapaces nocturnes (Chouettes, Hiboux))";"Strigidae"
;"Bubulcus ibis (Linnaeus, 1758)";"Héron garde-boeufs";"Pelecaniformes";"Ardeidae (Hérons)"
;"Bubulcus ibis coromandus (Boddaert, 1783)";"Gardebœuf d'Asie";"Pelecaniformes";"Ardeidae (Hérons)"
;"Bubulcus ibis ibis (Linnaeus, 1758)";"Héron garde-bœufs";"Pelecaniformes";"Ardeidae (Hérons)"
;"Bucanetes githagineus (Lichtenstein, 1823)";"Roselin githagine, Bouvreuil githagine";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Bucco capensis Linnaeus, 1766";"Tamatia à collier";"Piciformes (Pics)";"Bucconidae"
;"Bucco tamatia Gmelin, 1788";"Tamatia tacheté";"Piciformes (Pics)";"Bucconidae"
;"Bucephala albeola (Linnaeus, 1758)";"Garrot albéole";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Bucephala clangula (Linnaeus, 1758)";"Garrot à oeil d'or";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Bucephala islandica (Gmelin, 1789)";"Garrot d'Islande";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Bulweria bulwerii (Jardine & Selby, 1828)";"Pétrel de Bulwer";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Bulweria fallax Jouanin, 1955";"Pétrel de Jouanin";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Burhinus oedicnemus (Linnaeus, 1758)";"Oedicnème criard";"Charadriiformes (Limicoles)";"Burhinidae"
;"Busarellus nigricollis (Latham, 1790)";"Buse à tête blanche";"Accipitriformes";"Accipitridae"
;"Buteo albonotatus Kaup, 1847";"Buse à queue barrée";"Accipitriformes";"Accipitridae"
;"Buteo brachyurus Vieillot, 1816";"Buse à queue courte";"Accipitriformes";"Accipitridae"
;"Buteo buteo (Linnaeus, 1758)";"Buse variable";"Accipitriformes";"Accipitridae"
;"Buteo buteo vulpinus Gloger, 1833";;"Accipitriformes";"Accipitridae"
;"Buteo jamaicensis (Gmelin, 1788)";"Buse à queue rousse";"Accipitriformes";"Accipitridae"
;"Buteo lagopus (Pontoppidan, 1763)";"Buse pattue";"Accipitriformes";"Accipitridae"
;"Buteo nitidus (Latham, 1790)";"Buse cendrée";"Accipitriformes";"Accipitridae"
;"Buteo platypterus (Vieillot, 1823)";"Petite Buse";"Accipitriformes";"Accipitridae"
;"Buteo rufinus (Cretzschmar, 1827)";"Buse féroce";"Accipitriformes";"Accipitridae"
;"Buteo rufinus cirtensis (Levaillant, 1850)";;"Accipitriformes";"Accipitridae"
;"Buteogallus aequinoctialis (Gmelin, 1788)";"Buse buson";"Accipitriformes";"Accipitridae"
;"Buteogallus anthracinus Deppe, 1830";;"Accipitriformes";"Accipitridae"
;"Buteogallus meridionalis (Latham, 1790)";"Buse roussâtre";"Accipitriformes";"Accipitridae"
;"Buteogallus schistaceus (Sundevall, 1850)";"Buse ardoisée";"Accipitriformes";"Accipitridae"
;"Buteogallus urubitinga (Gmelin, 1788)";"Buse urubu";"Accipitriformes";"Accipitridae"
;"Butorides striata (Linnaeus, 1758)";"Héron strié";"Pelecaniformes";"Ardeidae (Hérons)"
;"Butorides striata macrorhyncha (Gould, 1848)";"Héron strié";"Pelecaniformes";"Ardeidae (Hérons)"
;"Butorides striata patruelis (Peale, 1848)";;"Pelecaniformes";"Ardeidae (Hérons)"
;"Butorides striata rhizoporae";"Héron strié";"Pelecaniformes";"Ardeidae (Hérons)"
;"Butorides striata rutenbergi (Hartlaub, 1880)";"Héron strié, Blongios vert, Héron vert";"Pelecaniformes";"Ardeidae (Hérons)"
;"Butorides virescens (Linnaeus, 1758)";"Héron vert";"Pelecaniformes";"Ardeidae (Hérons)"
;"Cacicus cela (Linnaeus, 1758)";"Cassique cul-jaune";"Passeriformes (Passereaux)";"Icteridae"
;"Cacicus haemorrhous (Linnaeus, 1766)";"Cassique cul-rouge";"Passeriformes (Passereaux)";"Icteridae"
;"Cacomantis flabelliformis (Latham, 1801)";;"Cuculiformes (Coucous)";"Cuculidae"
;"Cacomantis flabelliformis pyrrhophanus (Vieillot, 1817)";"Coucou à éventail, Monteur de gamme";"Cuculiformes (Coucous)";"Cuculidae"
;"Cairina moschata (Linnaeus, 1758)";"Canard musqué";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Calandrella brachydactyla (Leisler, 1814)";"Alouette calandrelle";"Passeriformes (Passereaux)";"Alaudidae"
;"Calandrella rufescens (Vieillot, 1820)";"Alouette pispolette";"Passeriformes (Passereaux)";"Alaudidae"
;"Calcarius lapponicus (Linnaeus, 1758)";"Bruant lapon";"Passeriformes (Passereaux)";"Calcariidae"
;"Calcarius ornatus Townsend, 1837";"Bruant à col roux";"Passeriformes (Passereaux)";"Calcariidae"
;"Calidris acuminata (Horsfield, 1821)";"Bécasseau à queue pointue";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris alba (Pallas, 1764)";"Bécasseau sanderling";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris alpina (Linnaeus, 1758)";"Bécasseau variable";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris alpina alpina (Linnaeus, 1758)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris alpina arctica (Schioler, 1922)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris alpina schinzii (Brehm, 1822)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris bairdii (Coues, 1861)";"Bécasseau de Baird";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris canutus (Linnaeus, 1758)";"Bécasseau maubèche";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris canutus canutus (Linnaeus, 1758)";"Bécasseau maubèche";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris canutus islandica (Linnaeus, 1767)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris canutus rufa (A. Wilson, 1813)";;"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris falcinellus (Pontoppidan, 1763)";"Bécasseau falcinelle";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris ferruginea (Pontoppidan, 1763)";"Bécasseau cocorli";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris fuscicollis (Vieillot, 1819)";"Bécasseau de Bonaparte, Bécasseau à croupion blanc";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris himantopus (Bonaparte, 1826)";"Bécasseau à échasses, Bécasseau échasse";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris maritima (Brünnich, 1764)";"Bécasseau violet";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris mauri (Cabanis, 1857)";"Bécasseau d'Alaska";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris melanotos (Vieillot, 1819)";"Bécasseau tacheté, Bécasseau à poitrine cendrée";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris minuta (Leisler, 1812)";"Bécasseau minute";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris minutilla (Vieillot, 1819)";"Bécasseau minuscule";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris pugnax (Linnaeus, 1758)";"Chevalier combattant, Combattant varié";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris pusilla (Linnaeus, 1758)";"Bécasseau semipalmé";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris ruficollis (Pallas, 1776)";"Bécasseau à cou roux";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris subruficollis (Vieillot, 1819)";"Bécasseau rousset, Bécasseau roussâtre";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris temminckii (Leisler, 1812)";"Bécasseau de Temminck";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Calidris tenuirostris (Horsfield, 1821)";"Bécasseau de l'Anadyr";"Charadriiformes (Limicoles)";"Scolopacidae (Bécasses)"
;"Callipepla californica (Shaw, 1798)";"Colin de Californie";"Galliformes";"Odontophoridae"
;"Calliphlox amethystina (Boddaert, 1783)";"Colibri améthyste";"Caprimulgiformes";"Trochilidae"
;"Callonetta leucophrys (Vieillot, 1816)";"Canard à collier noir";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae"
;"Caloenas canacorum Balouet & Olson, 1989";;"Columbiformes (Pigeons, Tourterelles)";"Columbidae"
;"Calonectris diomedea (Scopoli, 1769)";"Puffin cendré, Puffin de Scopoli";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Calonectris leucomelas (Temminck, 1835)";"Puffin leucomèle";"Procellariiformes (Pétrels tempêtes, Albatros)";"Procellariidae"
;"Campephilus melanoleucos (Gmelin, 1788)";"Pic de Malherbe";"Piciformes (Pics)";"Picidae"
;"Campephilus rubricollis (Boddaert, 1783)";"Pic à cou rouge";"Piciformes (Pics)";"Picidae"
;"Camptostoma obsoletum (Temminck, 1824)";"Tyranneau passegris";"Passeriformes (Passereaux)";"Tyrannidae"
;"Camptostoma obsoletum napaeum (Ridgway, 1888)";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Campylopterus largipennis (Boddaert, 1783)";"Campyloptère à ventre gris";"Caprimulgiformes";"Trochilidae"
;"Campylorhamphus procurvoides (Lafresnaye, 1850)";"Grimpar à bec courbe";"Passeriformes (Passereaux)";"Furnariidae"
;"Cantorchilus leucotis (Lafresnaye, 1845)";"Troglodyte à face pâle";"Passeriformes (Passereaux)";"Troglodytidae"
;"Cantorchilus leucotis albipectus Cabanis, 1849";;"Passeriformes (Passereaux)";"Troglodytidae"
;"Capito niger (Statius Müller, 1776)";"Cabézon tacheté";"Piciformes (Pics)";"Capitonidae"
;"Caprimulgus europaeus Linnaeus, 1758";"Engoulevent d'Europe";"Caprimulgiformes";"Caprimulgidae"
;"Caprimulgus ruficollis Temminck, 1820";"Engoulevent à collier roux";"Caprimulgiformes";"Caprimulgidae"
;"Caprimulgus rufus (Boddaert, 1783)";;"Caprimulgiformes";"Caprimulgidae"
;"Caprimulgus vociferus A. Wilson, 1812";"Engoulevent bois-pourri";"Caprimulgiformes";"Caprimulgidae"
;"Capsiempis flaveola (Lichtenstein, 1823)";"Tyranneau flavéole";"Passeriformes (Passereaux)";"Tyrannidae"
;"Capsiempis flaveola cerula Wetmore, 1939";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Capsiempsis flaveola";;"Passeriformes (Passereaux)";"Tyrannidae"
;"Caracara cheriway (Jacquin, 1784)";"Caracara du Nord";"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Caracara plancus (Miller, 1777)";;"Falconiformes (Rapaces diurnes)";"Falconidae"
;"Cardellina canadensis (Linnaeus, 1766)";"Paruline du Canada";"Passeriformes (Passereaux)";"Parulidae"
;"Cardellina pusilla (Wilson, 1811)";"Paruline à calotte noire";"Passeriformes (Passereaux)";"Parulidae"
;"Carduelis cannabina (Linnaeus, 1758)";"Linotte mélodieuse";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis carduelis (Linnaeus, 1758)";"Chardonneret élégant";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis chloris (Linnaeus, 1758)";"Verdier d'Europe";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis citrinella (Pallas, 1764)";"Venturon montagnard";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis corsicana (Koenig, 1899)";"Venturon corse";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis flammea (Linnaeus, 1758)";"Sizerin flammé";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis flammea cabaret (Müller, 1776)";"Sizerin cabaret";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis flammea flammea (Linnaeus, 1758)";"Sizerin boréal";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis flavirostris (Linnaeus, 1758)";"Linotte à bec jaune";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis hornemanni (Holboell, 1843)";"Sizerin blanchâtre";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis pinus (A. Wilson, 1810)";"Tarin des Pins, Chardonneret des pins";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis spinus (Linnaeus, 1758)";"Tarin des aulnes";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carduelis tristis (Linnaeus, 1758)";"Chardonneret jaune";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carpodacus erythrinus (Pallas, 1770)";"Roselin cramoisi";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Carpodacus purpureus (Gmelin, 1789)";"Roselin pourpré";"Passeriformes (Passereaux)";"Fringillidae (Pinsons, Becs-croisés, Linottes)"
;"Caryothraustes canadensis (Linnaeus, 1766)";"Cardinal flavert";"Passeriformes (Passereaux)";"Cardinalidae"
;"Cathartes aura (Linnaeus, 1758)";"Urubu à tête rouge, Vautour aura, Vautour à tête rouge";"Accipitriformes";"Cathartidae"
;"Cathartes aura ruficollis Spix, 1824";;"Accipitriformes";"Cathartidae"
;"Cathartes burrovianus Cassin, 1845";"Urubu à tête jaune";"Accipitriformes";"Cathartidae"
;"Cathartes burrovianus urubutinga Pelzeln, 1861";;"Accipitriformes";"Cathartidae"
;"Cathartes melambrotus Wetmore, 1964";"Grand Urubu";"Accipitriformes";"Cathartidae"
;"Catharus bicknelli (Ridgway, 1882)";"Grive de Bicknell";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Catharus fuscescens (Stephens, 1817)";"Grive fauve";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Catharus guttatus (Pallas, 1811)";"Grive solitaire";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Catharus minimus (Lafresnaye, 1848)";"Grive à joues grises";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Catharus mustelinus (Gmelin, 1789)";;"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Catharus ustulatus (Nuttall, 1840)";"Grivette à dos olive, Grive à dos olive";"Passeriformes (Passereaux)";"Turdidae (Merles, Rouges-gorges, Grives)"
;"Cecropis abyssinica (Guérin-Méneville, 1843)";"Hirondelle striée, Hirondelle à gorge striée";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Cecropis daurica (Laxmann, 1769)";"Hirondelle rousseline";"Passeriformes (Passereaux)";"Hirundinidae (Hirondelles)"
;"Celeus elegans (Statius Müller, 1776)";"Pic mordoré";"Piciformes (Pics)";"Picidae"
;"Celeus flavus (Statius Müller, 1776)";"Pic jaune";"Piciformes (Pics)";"Picidae"
;"Celeus grammicus (Natterer & Malherbe, 1845)";;"Piciformes (Pics)";"Picidae"
;"Celeus torquatus (Boddaert, 1783)";"Pic à cravate noire";"Piciformes (Pics)";"Picidae"
;"Celeus undatus (Linnaeus, 1766)";"Pic ondé";"Piciformes (Pics)";"Picidae"
;"Cepphus grylle (Linnaeus, 1758)";"Guillemot à miroir";"Charadriiformes (Limicoles)";"Alcidae (Macareux, Guillemots, Pingouins)"
;"Ceratopipra erythrocephala (Linnaeus, 1758)";;"Passeriformes (Passereaux)";"Pipridae"
;"Cercomacra cinerascens (Sclater, 1857)";"Grisin ardoisé";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cercomacra cinerascens immaculata Chubb, 1918";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cercomacroides nigrescens (Cabanis & Heine, 1859)";"Grisin noirâtre";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cercomacroides tyrannina (Sclater, 1855)";"Grisin sombre";"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cercomacroides tyrannina saturatior (Chubb, 1918)";;"Passeriformes (Passereaux)";"Thamnophilidae"
;"Cercotrichas galactotes (Temminck, 1820)";"Agrobate roux";"Passeriformes (Passereaux)";"Saxicolidae"
